,idx,ap_val,sa_val,bp_val,city_id,signal_idx,case,fault_cat,healthy/faulty,ap_fault,sa_fault,bp_fault
140,140,37.2,11.85,-0.3000000000000007,1,0,0,0,0,0,0,0
141,141,37.2,11.85,0.0,1,0,0,0,0,0,0,0
142,142,37.2,11.85,0.0,1,0,0,0,0,0,0,0
143,143,37.2,11.85,-0.3000000000000007,1,0,0,0,0,0,0,0
144,144,37.2,12.0,-0.3000000000000007,1,0,0,0,0,0,0,0
145,145,37.2,12.0,0.0,1,0,0,0,0,0,0,0
146,146,37.2,12.0,0.0,1,0,0,0,0,0,0,0
147,147,37.2,12.0,0.0,1,0,0,0,0,0,0,0
148,148,37.2,12.0,0.0,1,0,0,0,0,0,0,0
149,149,37.2,12.0,0.0,1,0,0,0,0,0,0,0
150,150,37.2,12.0,0.0,1,0,0,0,0,0,0,0
151,151,37.2,12.0,0.0,1,0,0,0,0,0,0,0
152,152,37.2,12.0,0.0,1,0,0,0,0,0,0,0
153,153,37.2,12.0,0.0,1,0,0,0,0,0,0,0
154,154,37.2,12.0,0.0,1,0,0,0,0,0,0,0
155,155,37.2,12.0,-0.3000000000000007,1,0,0,0,0,0,0,0
156,156,36.8,12.0,0.0,1,0,0,0,0,0,0,0
157,157,36.8,12.0,0.0,1,0,0,0,0,0,0,0
158,158,36.8,12.0,0.0,1,0,0,0,0,0,0,0
159,159,36.8,12.0,0.0,1,0,0,0,0,0,0,0
160,160,36.8,12.0,0.0,1,0,0,0,0,0,0,0
161,161,36.8,12.0,0.0,1,0,0,0,0,0,0,0
162,162,36.8,12.0,0.0,1,0,0,0,0,0,0,0
163,163,36.8,12.0,0.0,1,0,0,0,0,0,0,0
164,164,36.8,12.0,0.0,1,0,0,0,0,0,0,0
165,165,36.8,12.0,0.0,1,0,0,0,0,0,0,0
166,166,36.8,12.0,0.0,1,0,0,0,0,0,0,0
167,167,36.8,12.0,0.0,1,0,0,0,0,0,0,0
168,168,36.8,12.0,0.0,1,0,0,0,0,0,0,0
169,169,36.8,12.0,0.0,1,0,0,0,0,0,0,0
170,170,36.8,12.0,0.0,1,0,0,0,0,0,0,0
171,171,36.8,12.0,-0.3000000000000007,1,0,0,0,0,0,0,0
172,172,36.8,12.0,0.0,1,0,0,0,0,0,0,0
173,173,36.8,12.0,-0.3000000000000007,1,0,0,0,0,0,0,0
174,174,36.8,12.0,0.0,1,0,0,0,0,0,0,0
175,175,36.8,12.0,0.0,1,0,0,0,0,0,0,0
176,176,36.8,12.0,0.0,1,0,0,0,0,0,0,0
177,177,36.8,12.0,0.0,1,0,0,0,0,0,0,0
178,178,36.8,12.0,0.0,1,0,0,0,0,0,0,0
179,179,36.4,12.0,0.0,1,0,0,0,0,0,0,0
180,180,36.4,12.0,0.0,1,0,0,0,0,0,0,0
181,181,36.4,12.0,0.0,1,0,0,0,0,0,0,0
182,182,36.0,12.0,0.0,1,0,0,0,0,0,0,0
183,183,35.6,12.0,0.0,1,0,0,0,0,0,0,0
184,184,35.2,12.0,0.0,1,0,0,0,0,0,0,0
185,185,35.2,12.0,0.0,1,0,0,0,0,0,0,0
186,186,34.8,12.0,-0.3000000000000007,1,0,0,0,0,0,0,0
187,187,34.4,12.0,0.0,1,0,0,0,0,0,0,0
188,188,34.4,12.0,0.0,1,0,0,0,0,0,0,0
189,189,33.2,12.0,0.0,1,0,0,0,0,0,0,0
190,190,32.8,12.0,0.0,1,0,0,0,0,0,0,0
191,191,32.0,12.0,-0.3000000000000007,1,0,0,0,0,0,0,0
192,192,31.6,12.0,0.0,1,0,0,0,0,0,0,0
193,193,30.8,11.85,0.0,1,0,0,0,0,0,0,0
194,194,30.4,11.85,0.0,1,0,0,0,0,0,0,0
195,195,29.6,11.85,0.0,1,0,0,0,0,0,0,0
196,196,28.4,11.85,0.0,1,0,0,0,0,0,0,0
197,197,28.0,11.85,0.0,1,0,0,0,0,0,0,0
198,198,27.2,11.85,0.0,1,0,0,0,0,0,0,0
199,199,27.2,11.85,0.0,1,0,0,0,0,0,0,0
200,200,27.2,11.85,0.0,1,0,0,0,0,0,0,0
201,201,27.2,11.85,0.0,1,0,0,0,0,0,0,0
202,202,27.2,11.85,0.0,1,0,0,0,0,0,0,0
203,203,27.2,11.85,0.0,1,0,0,0,0,0,0,0
204,204,27.2,11.85,0.0,1,0,0,0,0,0,0,0
205,205,27.2,11.85,0.0,1,0,0,0,0,0,0,0
206,206,27.2,11.85,0.0,1,0,0,0,0,0,0,0
207,207,27.2,11.85,0.0,1,0,0,0,0,0,0,0
208,208,27.2,11.85,0.0,1,0,0,0,0,0,0,0
209,209,27.2,11.85,0.0,1,0,0,0,0,0,0,0
210,210,27.2,11.85,0.0,1,0,0,0,0,0,0,0
211,211,27.2,11.85,0.0,1,0,0,0,0,0,0,0
212,212,27.2,11.85,0.0,1,0,0,0,0,0,0,0
213,213,27.2,11.85,0.0,1,0,0,0,0,0,0,0
214,214,26.8,11.85,0.0,1,0,0,0,0,0,0,0
215,215,26.8,11.85,-0.3000000000000007,1,0,0,0,0,0,0,0
216,216,26.8,11.85,0.0,1,0,0,0,0,0,0,0
217,217,26.8,11.7,0.0,1,0,0,0,0,0,0,0
218,218,26.0,11.7,-0.3000000000000007,1,0,0,0,0,0,0,0
219,219,24.8,11.7,0.0,1,0,0,0,0,0,0,0
220,220,24.0,11.7,0.0,1,0,0,0,0,0,0,0
221,221,23.2,11.7,0.0,1,0,0,0,0,0,0,0
222,222,22.8,11.7,0.0,1,0,0,0,0,0,0,0
223,223,22.8,11.7,0.0,1,0,0,0,0,0,0,0
224,224,22.0,11.7,0.0,1,0,0,0,0,0,0,0
225,225,21.6,11.7,0.0,1,0,0,0,0,0,0,0
226,226,21.6,11.55,0.0,1,0,0,0,0,0,0,0
227,227,21.6,11.55,0.0,1,0,0,0,0,0,0,0
228,228,21.6,11.55,0.0,1,0,0,0,0,0,0,0
229,229,21.2,11.55,0.0,1,0,0,0,0,0,0,0
230,230,21.2,11.4,0.0,1,0,0,0,0,0,0,0
231,231,21.2,11.4,0.0,1,0,0,0,0,0,0,0
232,232,21.2,11.4,-0.3000000000000007,1,0,0,0,0,0,0,0
233,233,21.2,11.25,-0.3000000000000007,1,0,0,0,0,0,0,0
234,234,21.2,11.25,0.0,1,0,0,0,0,0,0,0
235,235,21.2,11.1,0.0,1,0,0,0,0,0,0,0
236,236,21.2,11.1,0.0,1,0,0,0,0,0,0,0
237,237,21.2,10.95,-0.3000000000000007,1,0,0,0,0,0,0,0
238,238,21.2,10.95,0.0,1,0,0,0,0,0,0,0
239,239,21.2,10.8,0.0,1,0,0,0,0,0,0,0
240,240,21.2,10.8,0.0,1,1,0,0,0,0,0,0
241,241,21.2,10.65,0.0,1,1,0,0,0,0,0,0
242,242,21.2,10.65,0.0,1,1,0,0,0,0,0,0
243,243,21.2,10.5,0.0,1,1,0,0,0,0,0,0
244,244,21.2,10.5,-0.3000000000000007,1,1,0,0,0,0,0,0
245,245,21.2,10.35,0.0,1,1,0,0,0,0,0,0
246,246,21.2,10.05,0.0,1,1,0,0,0,0,0,0
247,247,21.2,9.9,0.0,1,1,0,0,0,0,0,0
248,248,21.2,9.6,0.0,1,1,0,0,0,0,0,0
249,249,21.2,9.45,-0.3000000000000007,1,1,0,0,0,0,0,0
250,250,21.2,9.15,0.0,1,1,0,0,0,0,0,0
251,251,21.2,9.0,0.0,1,1,0,0,0,0,0,0
252,252,21.2,8.85,0.0,1,1,0,0,0,0,0,0
253,253,21.2,8.7,-0.3000000000000007,1,1,0,0,0,0,0,0
254,254,21.2,8.4,0.0,1,1,0,0,0,0,0,0
255,255,21.2,8.1,0.0,1,1,0,0,0,0,0,0
256,256,21.2,7.8,0.0,1,1,0,0,0,0,0,0
257,257,21.2,7.5,0.0,1,1,0,0,0,0,0,0
258,258,21.2,7.2,0.0,1,1,0,0,0,0,0,0
259,259,21.2,6.9,0.0,1,1,0,0,0,0,0,0
260,260,21.2,6.75,0.0,1,1,0,0,0,0,0,0
261,261,21.2,6.45,0.0,1,1,0,0,0,0,0,0
262,262,21.2,6.15,0.0,1,1,0,0,0,0,0,0
263,263,21.2,5.85,-0.3000000000000007,1,1,0,0,0,0,0,0
264,264,21.2,5.7,0.0,1,1,0,0,0,0,0,0
265,265,21.2,5.4,-0.3000000000000007,1,1,0,0,0,0,0,0
266,266,21.2,5.25,0.0,1,1,0,0,0,0,0,0
267,267,21.2,5.1,0.0,1,1,0,0,0,0,0,0
268,268,21.2,5.1,0.0,1,1,0,0,0,0,0,0
269,269,21.2,4.95,0.0,1,1,0,0,0,0,0,0
270,270,21.2,4.8,0.0,1,1,0,0,0,0,0,0
271,271,21.2,4.8,-0.3000000000000007,1,1,0,0,0,0,0,0
272,272,21.2,4.8,0.0,1,1,0,0,0,0,0,0
273,273,21.2,4.8,0.0,1,1,0,0,0,0,0,0
274,274,20.8,4.8,0.0,1,1,0,0,0,0,0,0
275,275,20.0,4.8,-0.3000000000000007,1,1,0,0,0,0,0,0
276,276,19.6,4.8,0.0,1,1,0,0,0,0,0,0
277,277,19.6,4.8,0.0,1,1,0,0,0,0,0,0
278,278,19.2,4.8,0.0,1,1,0,0,0,0,0,0
279,279,18.4,4.8,0.0,1,1,0,0,0,0,0,0
280,280,17.2,4.8,0.0,1,1,0,0,0,0,0,0
281,281,17.2,4.65,0.0,1,1,0,0,0,0,0,0
282,282,16.4,4.65,0.0,1,1,0,0,0,0,0,0
283,283,16.4,4.65,0.0,1,1,0,0,0,0,0,0
284,284,15.6,4.5,0.0,1,1,0,0,0,0,0,0
285,285,15.2,4.35,0.0,1,1,0,0,0,0,0,0
286,286,14.8,4.35,0.0,1,1,0,0,0,0,0,0
287,287,14.8,4.2,0.0,1,1,0,0,0,0,0,0
288,288,14.0,4.05,0.0,1,1,0,0,0,0,0,0
289,289,13.6,3.9,0.0,1,1,0,0,0,0,0,0
290,290,12.8,3.9,0.0,1,1,0,0,0,0,0,0
291,291,12.8,3.9,0.0,1,1,0,0,0,0,0,0
292,292,12.8,3.9,0.0,1,1,0,0,0,0,0,0
293,293,12.8,3.75,0.0,1,1,0,0,0,0,0,0
294,294,12.8,3.75,0.0,1,1,0,0,0,0,0,0
295,295,12.8,3.75,0.0,1,1,0,0,0,0,0,0
296,296,12.8,3.75,0.0,1,1,0,0,0,0,0,0
297,297,12.8,3.75,0.0,1,1,0,0,0,0,0,0
298,298,12.8,3.6,0.0,1,1,0,0,0,0,0,0
299,299,12.8,3.6,0.0,1,1,0,0,0,0,0,0
300,300,12.8,3.6,0.0,1,1,0,0,0,0,0,0
301,301,12.8,3.6,0.0,1,1,0,0,0,0,0,0
302,302,12.8,3.6,0.0,1,1,0,0,0,0,0,0
303,303,12.8,3.6,0.0,1,1,0,0,0,0,0,0
304,304,12.8,3.6,0.0,1,1,0,0,0,0,0,0
305,305,12.8,3.45,0.0,1,1,0,0,0,0,0,0
306,306,12.4,3.45,0.0,1,1,0,0,0,0,0,0
307,307,12.4,3.45,0.0,1,1,0,0,0,0,0,0
308,308,12.4,3.45,0.0,1,1,0,0,0,0,0,0
309,309,12.4,3.3,0.0,1,1,0,0,0,0,0,0
310,310,12.0,3.3,0.0,1,1,0,0,0,0,0,0
311,311,12.0,3.3,0.0,1,1,0,0,0,0,0,0
312,312,12.0,3.3,0.0,1,1,0,0,0,0,0,0
313,313,11.6,3.15,-0.3000000000000007,1,1,0,0,0,0,0,0
314,314,11.6,3.15,0.0,1,1,0,0,0,0,0,0
315,315,11.6,3.15,0.0,1,1,0,0,0,0,0,0
316,316,11.6,3.0,0.0,1,1,0,0,0,0,0,0
317,317,11.6,2.85,0.0,1,1,0,0,0,0,0,0
318,318,11.6,2.7,0.0,1,1,0,0,0,0,0,0
319,319,11.6,2.4,-0.3000000000000007,1,1,0,0,0,0,0,0
320,320,11.2,2.25,-0.3000000000000007,1,1,0,0,0,0,0,0
321,321,11.2,1.95,0.0,1,1,0,0,0,0,0,0
322,322,11.2,1.8,0.0,1,1,0,0,0,0,0,0
323,323,11.2,1.5,0.0,1,1,0,0,0,0,0,0
324,324,11.2,1.2,0.0,1,1,0,0,0,0,0,0
325,325,10.8,1.05,0.0,1,1,0,0,0,0,0,0
326,326,10.8,0.75,0.0,1,1,0,0,0,0,0,0
327,327,10.8,0.6,0.0,1,1,0,0,0,0,0,0
328,328,10.4,0.3,0.0,1,1,0,0,0,0,0,0
329,329,10.0,0.15,0.0,1,1,0,0,0,0,0,0
330,330,9.6,0.0,0.0,1,1,0,0,0,0,0,0
331,331,9.6,0.15,0.0,1,1,0,0,0,0,0,0
332,332,9.2,0.3,0.0,1,1,0,0,0,0,0,0
333,333,9.2,0.6,0.0,1,1,0,0,0,0,0,0
334,334,9.2,0.75,0.0,1,1,0,0,0,0,0,0
335,335,8.8,0.9,0.0,1,1,0,0,0,0,0,0
336,336,8.8,1.2,0.0,1,1,0,0,0,0,0,0
337,337,8.8,1.5,-0.3000000000000007,1,1,0,0,0,0,0,0
338,338,8.8,1.8,0.0,1,1,0,0,0,0,0,0
339,339,8.4,2.1,0.0,1,1,0,0,0,0,0,0
340,340,8.4,2.4,0.0,1,1,0,0,0,0,0,0
341,341,8.4,2.7,0.0,1,1,0,0,0,0,0,0
342,342,8.4,3.15,0.0,1,1,0,0,0,0,0,0
343,343,8.4,3.45,-0.3000000000000007,1,1,0,0,0,0,0,0
344,344,8.0,3.75,0.0,1,1,0,0,0,0,0,0
345,345,8.0,4.05,-0.3000000000000007,1,1,0,0,0,0,0,0
346,346,8.0,4.35,0.0,1,1,0,0,0,0,0,0
347,347,8.0,4.65,0.0,1,1,0,0,0,0,0,0
348,348,8.0,4.95,0.0,1,1,0,0,0,0,0,0
349,349,8.0,5.4,0.0,1,1,0,0,0,0,0,0
350,350,8.0,5.7,0.0,1,1,0,0,0,0,0,0
351,351,8.0,6.0,0.0,1,1,0,0,0,0,0,0
352,352,7.6,6.3,0.0,1,1,0,0,0,0,0,0
353,353,7.6,6.45,0.0,1,1,0,0,0,0,0,0
354,354,7.6,7.05,-0.3000000000000007,1,1,0,0,0,0,0,0
355,355,7.6,7.35,-0.3000000000000007,1,1,0,0,0,0,0,0
356,356,7.6,7.65,0.0,1,1,0,0,0,0,0,0
357,357,7.6,7.95,0.0,1,1,0,0,0,0,0,0
358,358,7.6,8.25,0.0,1,1,0,0,0,0,0,0
359,359,7.6,8.55,0.0,1,1,0,0,0,0,0,0
360,360,7.6,8.7,0.0,1,1,0,0,0,0,0,0
361,361,7.6,9.0,0.0,1,1,0,0,0,0,0,0
362,362,7.6,9.3,-0.3000000000000007,1,1,0,0,0,0,0,0
363,363,7.2,9.6,0.0,1,1,0,0,0,0,0,0
364,364,7.2,9.9,-0.3000000000000007,1,1,0,0,0,0,0,0
365,365,7.2,10.05,0.0,1,1,0,0,0,0,0,0
366,366,7.2,10.5,0.0,1,1,0,0,0,0,0,0
367,367,7.2,10.8,0.0,1,1,0,0,0,0,0,0
368,368,7.2,11.1,0.0,1,1,0,0,0,0,0,0
369,369,7.2,11.4,0.0,1,1,0,0,0,0,0,0
370,370,7.2,11.7,0.0,1,1,0,0,0,0,0,0
371,371,7.2,12.0,0.0,1,1,0,0,0,0,0,0
372,372,7.2,12.3,0.0,1,1,0,0,0,0,0,0
373,373,7.2,12.6,0.0,1,1,0,0,0,0,0,0
374,374,7.2,12.75,0.0,1,1,0,0,0,0,0,0
375,375,7.2,13.05,0.0,1,1,0,0,0,0,0,0
376,376,7.2,13.2,0.0,1,1,0,0,0,0,0,0
377,377,7.2,13.35,0.0,1,1,0,0,0,0,0,0
378,378,7.2,13.65,0.0,1,1,0,0,0,0,0,0
379,379,7.2,13.8,0.0,1,1,0,0,0,0,0,0
380,380,7.2,13.95,0.0,1,1,0,0,0,0,0,0
381,381,7.2,13.95,-0.3000000000000007,1,1,0,0,0,0,0,0
382,382,7.2,14.1,0.0,1,1,0,0,0,0,0,0
383,383,7.2,14.25,0.0,1,1,0,0,0,0,0,0
384,384,7.2,14.25,-0.3000000000000007,1,1,0,0,0,0,0,0
385,385,7.2,14.25,-0.3000000000000007,1,1,0,0,0,0,0,0
386,386,6.8,14.4,0.0,1,1,0,0,0,0,0,0
387,387,6.8,14.4,0.0,1,1,0,0,0,0,0,0
388,388,6.8,14.4,0.0,1,1,0,0,0,0,0,0
389,389,6.8,14.4,0.0,1,1,0,0,0,0,0,0
390,390,6.8,14.55,0.0,1,1,0,0,0,0,0,0
391,391,6.8,14.55,0.0,1,1,0,0,0,0,0,0
392,392,6.8,14.55,0.0,1,1,0,0,0,0,0,0
393,393,6.8,14.55,0.0,1,1,0,0,0,0,0,0
394,394,6.8,14.55,-0.3000000000000007,1,1,0,0,0,0,0,0
395,395,6.8,14.55,0.0,1,1,0,0,0,0,0,0
396,396,6.8,14.55,0.0,1,1,0,0,0,0,0,0
397,397,6.8,14.55,0.0,1,1,0,0,0,0,0,0
398,398,6.8,14.55,0.0,1,1,0,0,0,0,0,0
399,399,6.8,14.55,0.0,1,1,0,0,0,0,0,0
400,400,6.8,14.55,0.0,1,1,0,0,0,0,0,0
401,401,6.8,14.55,0.0,1,1,0,0,0,0,0,0
402,402,6.8,14.7,0.0,1,1,0,0,0,0,0,0
403,403,6.8,14.7,0.0,1,1,0,0,0,0,0,0
404,404,6.8,14.85,0.0,1,1,0,0,0,0,0,0
405,405,6.8,14.85,0.0,1,1,0,0,0,0,0,0
406,406,6.8,14.85,0.0,1,1,0,0,0,0,0,0
407,407,6.8,14.85,-0.3000000000000007,1,1,0,0,0,0,0,0
408,408,6.8,15.0,0.0,1,1,0,0,0,0,0,0
409,409,6.8,15.0,0.0,1,1,0,0,0,0,0,0
410,410,6.4,15.15,0.0,1,1,0,0,0,0,0,0
411,411,6.4,15.3,-0.3000000000000007,1,1,0,0,0,0,0,0
412,412,6.0,15.6,0.0,1,1,0,0,0,0,0,0
413,413,6.0,15.75,0.0,1,1,0,0,0,0,0,0
414,414,6.0,16.05,-0.3000000000000007,1,1,0,0,0,0,0,0
415,415,6.0,16.2,0.0,1,1,0,0,0,0,0,0
416,416,6.0,16.65,0.0,1,1,0,0,0,0,0,0
417,417,6.0,16.95,0.0,1,1,0,0,0,0,0,0
418,418,5.6,17.25,0.0,1,1,0,0,0,0,0,0
419,419,5.6,17.7,0.0,1,1,0,0,0,0,0,0
420,420,5.6,18.0,-0.3000000000000007,1,1,0,0,0,0,0,0
421,421,5.6,18.45,0.0,1,1,0,0,0,0,0,0
